,Data,Page Title,Type Of Data
1793,,Generics[edit],
1794,"Objects put into a collection are upcasted to the Object class. This means that you need to cast the object reference back when you get an element out of the collection. It also means that you need to know the type of the object when you take it out. If a collection contains different types of objects, we will have difficulty finding out the type of the objects obtained from a collection at run time. For example. let's use this collection with two objects in it:
",Generics[edit],plain_text
1795,"1 Collection ageList = new ArrayList();
2 ageList.add(new Integer(46));
3 ageList.add(""50"");
",Generics[edit],code_fragment
1796,"1 Integer sum = new Integer(0);
2 for (Object age : ageList) {
3     sum = sum.add((Integer) age);
4 }
5 
6 if (!ageList.isEmpty()) {
7     System.out.println(""The average age is "" + sum / ageList.size());
8 }
",Generics[edit],code_fragment
1797,"This error could have been found earlier, at compile time, by using generic types. The Generics have been added since JDK version 1.5. It is an enhancement to the type system of the Java language.  All collection implementations since 1.5 now have a parameterized type <E>.  The E refers to an Element type.  When a collection is created, the actual Element type will replace the E.  In the collection, the objects are now upcasted to E class.
",Generics[edit],plain_text
1798,"1 Collection<Integer> ageList = new ArrayList<Integer>();
2 ageList.add(new Integer(46));     // Integer can be added
3 ageList.add(""50"");                // Compilation error, ageList can have only Integers inside
",Generics[edit],code_fragment
1799," ageList  is a collection that can contain only Integer objects as elements. No casting is required when we take out an element.
",Generics[edit],plain_text
1800,"1 Integer age = ageList.get(0);
",Generics[edit],code_fragment
1801,"Generics are not mandatory but are is often used with the collection classes.
",Generics[edit],plain_text
1802,,Collection classes[edit],
1803,"There is no direct implementation for the java.util.Collection interface.  The Collection interface has five sub interfaces.
",Collection classes[edit],plain_text
1804,"
",Collection classes[edit],plain_text
1805,"A set collection contains unique elements, so duplicates are not allowed. It is similar to a mathematical Set. When adding a new item to a set, the set calls the method int hashCode() of the item and compares its result to the hash code of all the already inserted items. If the hash code is not found, the item is added. If the hash code is found, the set calls the boolean equals(Object obj); method for all the set items with the same hashcode as the new item. If all equal-calls return false, the new item is inserted in the set. If an equal-call returns true, the new item is not inserted in the set.
",Collection classes[edit],plain_text
1806,"
",Collection classes[edit],plain_text
1807,"Set cannot have duplicates in it. You may wonder how duplicates are detected when we are adding an object to the Set. We have to see if that object exists in the Set or not. It is not enough to check the object references, the objects' values have to be checked as well.
",Collection classes[edit],plain_text
1808,"To do that, fortunately, each java object has the boolean equals(Object obj), method available inherited from Object. You need to override it. That method will be called by the Set implementation to compare the two objects to see if they are equal or not.
",Collection classes[edit],plain_text
1809,"There is a problem, though. What if I put two different type of objects to the Set. I put an Apple and an Orange. They can not be compared.  Calling the equals() method would cause a ClassCastException. There are two solutions to this:
",Collection classes[edit],plain_text
1810,"Solution one : Override the int hashCode() method and return the same values for the same type of objects and return different values for different type of objects.  The equals() method is used to compare objects only with the same value of hashCode. So before an object is added, the Set implementation needs to:
find all the objects in the Set that have the same hashCode as the candidate object hashCode
and for those, call the equals() methods passing in the candidate object
if any of them returns true, the object is not added to the Set.",Collection classes[edit],plain_text
1811,"Solution two : Create a super class for the Apple and Orange, let's call it Fruit class. Put Fruits in the Set. You need to do the following:
Do not override the equals() and hashCode() methods in the Apple and Orange classes
Create appleEquals() method in the Apple class, and create orangeEquals() method in the Orange class
Override the hashCode() method in the Fruit class and return the same value, so the equals() is called by the Set implementation
Override the equals() method in the Fruit class for something like this.",Collection classes[edit],plain_text
1812," 1 public boolean equals(Object obj) {
 2     boolean ret = false;
 3     if (this instanceof Apple &&
 4           obj instanceof Apple) {
 5         ret = this.appleEquals(obj);
 6     } else if (this instanceof Orange &&
 7               obj  instanceof Orange) {
 8         ret = this.orangeEquals(obj);  
 9     } else {
10         // Can not compare Orange to Apple
11        ret = false;
12     }
13     return ret;
14 }
",Collection classes[edit],code_fragment
1813,"Note:
",Collection classes[edit],plain_text
1814,"Only the objects that have the same hashCode will be compared.
You are responsible to override the equals() and hashCode() methods. The default implementations in Object won't work.
Only override the hashCode() method if you want to eliminate value duplicates.
Do not override the hashCode() method if you know that the values of your objects are different, or if you only want to prevent adding the exactly same object.
Beware that the hashCode() may be used in other collection implementations, like in a Hashtable to find an object fast. Overriding the default hashCode() method may affect performance there.
The default hashCodes are unique for each object created, so if you decide not to override the hashCode() method, there is no point overriding the equals() method, as it won't be called.",Collection classes[edit],plain_text
1815,"The SortedSet interface is the same as the Set interface plus the elements in the SortedSet are sorted. It extends the Set Interface. All elements in the SortedSet must implement the Comparable Interface, furthermore all elements must be mutually comparable.
",Collection classes[edit],plain_text
1816,"Note that the ordering maintained by a sorted set must be consistent with equals if the sorted set is to correctly implement the Set interface. This is so because the Set interface is defined in terms of the equals operation, but a sorted set performs all element comparisons using its compare method, so two elements that are deemed equal by this method are, from the standpoint of the sorted set, equal.
",Collection classes[edit],plain_text
1817,"The SortedSet interface has additional methods due to the sorted nature of the 'Set'.  Those are:
",Collection classes[edit],plain_text
1818,"In a list collection, the elements are put in a certain order, and can be accessed by an index.  Duplicates are allowed, the same element can be added twice to a list. It has the following implementations:
",Collection classes[edit],plain_text
1819,"
",Collection classes[edit],plain_text
1820," Head               Node 1                   Node 2                     Node n
  ______
 | Size |          _________________        _______________            _____________
 |______|         |      | point   |       |      | point  |          |      |      |  
 | First|-------->| Data | to next |------>| Data | to next|-- ... -->| Data | null |
 | elem |         |______|_________|       |______|________|          |______|______|
 |______|                                                                 ^
 | Last |                                                                 |
 | elem |-----------------------------------------------------------------
 |______|
",Collection classes[edit],plain_text
1821,"Each node is related to an item of the linked list. To remove an element from the linked list the pointers need to be rearranged. After removing Node 2:
",Collection classes[edit],plain_text
1822," Head               Node 1                   Node 2                     Node n
  ______                                 _____________________
 | Size |          _________________    |   _______________   |       ______________
 |_- 1__|         |      | point   |    |  |      | point  |  |       |      |      |  
 | First|-------->| Data | to next |----   | Data | to next|   -...-->| Data | null |
 | elem |         |______|_________|       |______|________|          |______|______|
 |______|                                                                 ^
 | Last |                                                                 |
 | elem |-----------------------------------------------------------------
 |______|
",Collection classes[edit],plain_text
1823,,Queue[edit],
1824,"The Queue interface provides additional insertion, extraction, and inspection operations. There are FIFO (first in, first out) and LIFO (last in, first out) queues. This interface adds the following operations to the Collection interface:
",Queue[edit],plain_text
1825,"
",Queue[edit],plain_text
1826,,Complete UML class diagram[edit],
1827,"
",Complete UML class diagram[edit],plain_text
1828,,Synchronization[edit],
1829,"Synchronization is important when you are running several threads. Beware, synchronization does not mean that your collection is thread-safe. A thread-safe collection is also called a concurrent collection. Most of the popular collection classes have implementations for both single thread and multiple thread environments. The non-synchronized implementations are always faster. You can use the non-synchronized implementations in multiple thread environments, when you make sure that only one thread updates the collection at any given time.
",Synchronization[edit],plain_text
1830,"A new Java JDK package was introduced at Java 1.5, that is java.util.concurrent.  This package supplies a few Collection implementations designed for use in multi-threaded environments.
",Synchronization[edit],plain_text
1831,"The following table lists all the synchronized collection classes:
",Synchronization[edit],plain_text
1832,,Custom collection[edit],
1833,"The Java JDK collection implementations are quite powerful and good, so it is unlikely that you will need to write your own. The usage of the different collections are the same but the implementations are different. If the existing collection implementations do not meet your needs, you can write your version of the implementation. Your version of the implementation just needs to implement the same java.util.Collection interface, then you can switch to using your implementation and the code that is using the collection does not need to be changed.
",Custom collection[edit],plain_text
1834,"Use the Collection interface if you need to keep related (usually the same type of) objects together in a collection where you can:
",Custom collection[edit],plain_text
1835,"Search for a particular element
List the elements
Maintain and/or change the order of the elements by using the collection basic operations (Add, Remove, Update,..)
Access the elements by an index number",Custom collection[edit],plain_text
1836,"The advantages of using the Collection interface are:
",Custom collection[edit],plain_text
1837,"Gives a generic usage, as we talked about above, it is easy to switch implementation
It makes it easy to convert one type of collection to another.",Custom collection[edit],plain_text
1838,"The Collection interface defines the following basic operations:
",Custom collection[edit],plain_text
1839,"Note that in addAll() we can add any type of collection.  This is the beauty of using the Collection interface. You can have a LinkedList and just call the addAll(list) method, passing in a list.  You can pass in a Vector, an ArrayList, a HashSet, a TreeSet, a YourImpOfCollection, ...
All those different types of collection will be magically converted to a LinkedList.
",Custom collection[edit],plain_text
1840,"Let's have a closer look at this magic.  The conversion is easy because the Collection interface defines  a standard way of looping through the elements.  The following code is a possible implementation of addAll() method of the LinkedList.
",Custom collection[edit],plain_text
1841," 1 import java.util.Collection
 2 import java.util.Iterator
 3 ...
 4 public boolean addAll(Collection coll) {
 5    int sizeBefore = this.size();
 6    Iterator iter = coll.iterator();
 7    while(iter.hasNext()) {
 8       this.add(iter.next());
 9    }
10    if (sizeBefore > this.size()) {
11       return true;
12    } else {
13       return false;
14    }
15 }
",Custom collection[edit],code_fragment
1842,"The above code just iterates through the passed in collection and adds the elements to the linked list. You do not have to do that, since that is already defined. What you might need to code for is to loop through a Customer collection:
",Custom collection[edit],plain_text
1843," 1 import java.util.Collection
 2 import java.util.Iterator
 3 import java.yourcompany.Customer
 4 ...
 5 public String printCustomerNames(Collection customerColl) {
 6    StringBuffer buf = new StringBuffer();
 7 
 8    Iterator iter = customerColl.iterator();
 9    while(iter.hasNext()) {
10       Customer cust = (Customer) iter.next();
11       buf.append(cust.getName());
12       buf.append( ""\n"" );
13    }
14   return buf.toString();
15 }
",Custom collection[edit],code_fragment
1844,"Notice two things:
",Custom collection[edit],plain_text
1845,"The above code will work for all type of collections.
We have to know the type of objects inside the collection, because we call a method on it.",Custom collection[edit],plain_text
1846,"
",Custom collection[edit],plain_text
1847,"The ArrayList class extends AbstractList and implements the List interface. ArrayList supports dynamic arrays that can grow as needed.
",ArrayList,plain_text
1848,"Standard Java arrays are of a fixed length. After arrays are created, they cannot grow or shrink, which means that you must know in advance how many elements an array will hold.
",ArrayList,plain_text
1849,"Array lists are created with an initial size. When this size is exceeded, the collection is automatically enlarged. When objects are removed, the array may be shrunk.
",ArrayList,plain_text
1850,,Initializing[edit],
1851,"The ArrayList class supports three constructors. The first constructor builds an empty array list.:
",Initializing[edit],plain_text
1852,"The following constructor builds an array list that is initialized with the elements of the collection c.
",Initializing[edit],plain_text
1853,"The following constructor builds an array list that has the specified initial capacity. The capacity is the size of the underlying array that is used to store the elements.
",Initializing[edit],plain_text
1854,"The capacity grows automatically as elements are added to an array list.
",Initializing[edit],plain_text
1855,,Methods[edit],
1856,"ArrayList defines following methods:
",Methods[edit],plain_text
1857,Inserts the specified element at the specified position index in this list. Throws IndexOutOfBoundsException if the specified index is out of range (index < 0 || index >= size()).,Methods[edit],plain_text
1858,Appends the specified element to the end of this list.,Methods[edit],plain_text
1859,"Appends all of the elements in the specified collection to the end of this list, in the order that they are returned by the specified collection's iterator. Throws NullPointerException if the specified collection is null.",Methods[edit],plain_text
1860,"Inserts all of the elements in the specified collection into this list, starting at the specified position. Throws NullPointerException if the specified collection is null.",Methods[edit],plain_text
1861,Returns the number of elements in this list.,Methods[edit],plain_text
1862," Adding Element and Size of ArrayList
",Methods[edit],plain_text
1863," Output for Adding Element and Size of  ArrayList
",Methods[edit],plain_text
1864,Returns the element at the specified position in this list. Throws IndexOutOfBoundsException if the specified index is is out of range (index < 0 or index >= size()).,Methods[edit],plain_text
1865,Replaces the element at the specified position in this list with the specified element. Throws IndexOutOfBoundsException if the specified index is is out of range (index < 0 or index >= size()).,Methods[edit],plain_text
1866,"Returns the index in this list of the first occurrence of the specified element, or -1 if the List does not contain this element.",Methods[edit],plain_text
1867,"Returns the index in this list of the last occurrence of the specified element, or -1 if the list does not contain this element.",Methods[edit],plain_text
1868,"Returns true if this list contains the specified element. More formally, returns true if and only if this list contains at least one element e such that (o==null ? e==null : o.equals(e)).",Methods[edit],plain_text
1869," Different Method in ArrayList
",Methods[edit],plain_text
1870," Output for Different Method in ArrayList
",Methods[edit],plain_text
1871,"public class ArrayListDemo {
		public static void main(String[] args) {
	
		ArrayList al = new ArrayList();

		al.add(""A"");
		al.add(""B"");
		al.add(""C"");
		al.add(""E"");
		al.add(""F"");
	
		al.remove(2);
		al.remove(""F"");
		
		al.set(1, ""G"");
		al.add(""H"");
		al.set(3, ""I"");
		System.out.println(""Size of al : "" + al.size());
		System.out.println(""Contents of al : "" + al);

	}
  }
",Methods[edit],code_fragment
1872,"Some more ArrayList methods:
",Methods[edit],plain_text
1873,"
Aside from the java.util.Collection interface, the Java JDK has the java.util.Map interface as well.  It is sometimes also called an Associated Array or a Dictionary.  A map defines key value mappings.  Implementations of the Map interface do not contain collections of objects.  Instead they contain collections of key->value mappings.  It can be thought of as an array where the index doesn't need to be an integer.
",Map,plain_text
1874,"1 import java.util.Map;
2 import java.util.Hashtable;
3 ...
4 Map map = new Hashtable();
5 ...
6 map.put(key, value);
",Map,code_fragment
1875,"Use the Map interface if you need to keep related objects together in a Map where you can:
",Map,plain_text
1876,"Access an element by a key object
Map one object to other",Map,plain_text
1877,"
",Map,plain_text
1878,"
",Map,plain_text
1879,"In the above example, the same operations are made with two different map implementations:
",Map,plain_text
1880," 1 import java.util.LinkedHashMap;
 2 import java.util.Map;
 3 import java.util.TreeMap;
 4 
 5 /**
 6  * Compare the map implementations.
 7  *
 8  * @author xxx
 9  */
10 public class MapImplementations {
11 
12   /**
13    * Compare the map implementations.
14    * @param args The execution parameters.
15    */
16   public static void main(String[] args) {
17     processMap(new LinkedHashMap<String, Integer>());
18 
19     processMap(new TreeMap<String, Integer>());
20   }
21 
22   /**
23    * Use a map:
24    * 1. Fill the map with key-> value.
25    * 2. Print all the keys.
26    *
27    * @param map The used map.
28    */
29   public static void processMap(Map<String, Integer> map) {
30     System.out.println(""Process the map"");
31     map.put(""3"", new Integer(3));
32     map.put(""2"", new Integer(2));
33     map.put(""1"", new Integer(1));
34 
35     for (String key : map.keySet()) {
36       System.out.println(key);
37     }
38   }
39 }
",Map,code_fragment
1881,"We see that only the TreeMap has sorted the keys. Beware of the generics. The Map interface is tricky. The methods get() and remove() are not generic. This means that you must be careful of the type of the key:
",Map,plain_text
1882," 1 Map<Integer, String> map = new TreeMap<Integer, String>();
 2 
 3 map.put(new Integer(1), ""Watch"");
 4 map.put(new Integer(2), ""out"");
 5 map.put(new Integer(3), ""!"");
 6 
 7 map.remove(""2"");
 8 
 9 for (String value : map.values()) {
10   System.out.println(value);
11 }
",Map,code_fragment
1883,"The remove() call has done nothing because ""2"" is a String, not an Integer so no key and value has been found and removed.
",Map,plain_text
1884,"The Map interface has the following implementations:
",Map,plain_text
1885,"
",Map,plain_text
1886,"
",Map,plain_text
1887,,Thread safe maps[edit],
1888,"The following table lists all the synchronized map classes:
",Thread safe maps[edit],plain_text
1889,"
",Thread safe maps[edit],plain_text
1890,"In Java, we can distinguish two kinds of equality. 
",Comparing Objects,plain_text
1891,"Object reference equality: when two object references point to the same object.
Object value equality: when two separate objects happen to have the same values/state.",Comparing Objects,plain_text
1892,"If two objects are equal in reference, they are equal in value too.
",Comparing Objects,plain_text
1893,,Comparing for reference equality[edit],
1894,"The == operator can be used to check if two object references point to the same object.
",Comparing for reference equality[edit],plain_text
1895,"1 if (objRef1 == objRef2) {
2     // The two object references point to the same object
3 }
",Comparing for reference equality[edit],code_fragment
1896,,Comparing for value equality[edit],
1897,"To be able to compare two Java objects of the same class the boolean equals(Object obj) method must be overriden and implemented by the class.
",Comparing for value equality[edit],plain_text
1898,"The implementor decides which values must be equal to consider two objects to be equal. For example in the below class, the name and the address must be equal but not the description.
",Comparing for value equality[edit],plain_text
1899," 1 public class Customer {
 2     private String name;
 3     private String address;
 4     private String description;
 5     // ...
 6     public boolean equals(Object obj) {
 7         if (this == obj) {
 8             return true;
 9         } else if (obj == null) {
10             return false;
11         } else if (obj instanceof Customer) {
12             Customer cust = (Customer) obj;
13             if ((cust.getName() == null && name == null) ||
14                 (cust.getName().equals(name) && ((cust.getAddress() == null && address == null)
15                 || cust.getAddress().equals(address))) {
16                 return true;
17             }
18         }
19         return false;
20     }
21 
22 }
",Comparing for value equality[edit],code_fragment
1900,"After the equals() method is overriden, two objects from the same class can be compared like this:
",Comparing for value equality[edit],plain_text
1901,"1 Customer cust1 = new Customer();
2 Customer cust2 = new Customer();
3 //...
4 if (cust1.equals(cust2)) {
5     // Two Customers are equal, by name and address
6 }
",Comparing for value equality[edit],code_fragment
1902,"Note that equal objects must have equal hash codes. Therefore, when overriding the equals method, you must also override the hashCode method. Failure to do so violates the general contract for the hashCode method, and any classes that use the hash code, such as HashMap will not function properly.
",Comparing for value equality[edit],plain_text
1903,,Sorting/Ordering[edit],
1904,"In Java, there are several existing methods that already sort objects from any class like Collections.sort(List<T> list). However, Java needs to know the comparison rules between two objects. So when you define a new class and want the objects of your class to be sortable, you have to implement the Comparable and redefine the compareTo(Object obj) method. 
",Sorting/Ordering[edit],plain_text
1905,"A negative integer means that the current object is before the parameter object in the natural ordering.
Zero means that the current object and the parameter object are equal.
A positive integer means that the current object is after the parameter object in the natural ordering.",Sorting/Ordering[edit],plain_text
1906,"Let's say that the name is more important than the address and the description is ignored.
",Sorting/Ordering[edit],plain_text
1907," 1 public class SortableCustomer implements Comparable<SortableCustomer> {
 2     private String name;
 3     private String address;
 4     private String description;
 5     // ...
 6     public int compareTo(SortableCustomer anotherCustomer) {
 7         if (name.compareTo(anotherCustomer.getName()) == 0) {
 8             return address.compareTo(anotherCustomer.getAddress();
 9         } else {
10             return name.compareTo(anotherCustomer.getName();
11         }
12     }
13 
14 }
",Sorting/Ordering[edit],code_fragment
1908,"Objects that implement this interface can be used as keys in a sorted map or elements in a sorted set, without the need to specify a comparator.
",Sorting/Ordering[edit],plain_text
1909,"The natural ordering for a class C is said to be consistent with equals if and only if e1.compareTo((Object) e2) == 0 has the same boolean value as e1.equals((Object) e2) for every e1 and e2 of class C. Note that null is not an instance of any class, and e.compareTo(null) should throw a NullPointerException even though e.equals(null) returns false.
",Sorting/Ordering[edit],plain_text
1910,"It is strongly recommended (though not required) that natural orderings be consistent with equals. This is because sorted sets (and sorted maps) without explicit comparators behave ""strangely"" when they are used with elements (or keys) whose natural ordering is inconsistent with equals. In particular, such a sorted set (or sorted map) violates the general contract for set (or map), which is defined in terms of the equals method.
",Sorting/Ordering[edit],plain_text
1911,,Change Sorting/Ordering[edit],
1912,"Sometimes we may want to change the ordering of a collection of objects from the same class. We may want to order descending or ascending order. We may want to sort by name or by address.
",Change Sorting/Ordering[edit],plain_text
1913,"We need to create a class for each way of ordering. It has to implement the Comparator interface.
",Change Sorting/Ordering[edit],plain_text
1914,"Since Java 5.0, the Comparator interface is generic; that means when you implement it, you can specify what type of objects your comparator can compare.
",Change Sorting/Ordering[edit],plain_text
1915,"1 public class CustomerComparator implements Comparator<Customer> {
2     public int compare(Customer cust1, Customer cust2) {
3         return cust1.getName().compareTo(cust2.getName());
4     }
5 }
",Change Sorting/Ordering[edit],code_fragment
1916,"The above class then can be associated with a SortedSet or other collections that support sorting.
",Change Sorting/Ordering[edit],plain_text
1917,"1 Collection<Customer> orderedCustomers = new TreeSet<Customer>(new CustomerComparator());
",Change Sorting/Ordering[edit],code_fragment
1918,"Using the Iterator the orderedCustomers collection can be iterated in order of sorted by name.
",Change Sorting/Ordering[edit],plain_text
1919,"A List can be sorted by the Collections' sort method.
",Change Sorting/Ordering[edit],plain_text
1920,"1 java.util.Collections.sort(custList, new CustomerComparator());
",Change Sorting/Ordering[edit],code_fragment
1921,"Sorts the specified list according to the order induced by the specified comparator. All elements in the list must be mutually comparable using the specified comparator.
",Change Sorting/Ordering[edit],plain_text
1922,"An array of objects can also be sorted with the help of a Comparator.
",Change Sorting/Ordering[edit],plain_text
1923,"1 SortableCustomer[] customerArray;
2 //...
3 java.util.Arrays.sort(customerArray, new CustomerComparator());
",Change Sorting/Ordering[edit],code_fragment
1924,"Sorts the specified array of Customer objects (customerArray) according to the order induced by the specified comparator. All elements in the array must be mutually comparable by the specified comparator.
",Change Sorting/Ordering[edit],plain_text
1925,"
",Change Sorting/Ordering[edit],plain_text
1926,"
Language compilers are adept at pointing out most of the erroneous code in a program, however there are some errors that only become apparent when the program is executed. Consider the code listing 6.1; here, the program defines a method divide that does a simple division operation taking two integers as parameter arguments and returning the result of their division. It can safely be assumed that when the divide(4, 2) statement is called, it would return the number 2. However, consider the next statement, where the program relies upon the provided command line arguments to generate a division operation. What if the user provides the number zero (0) as the second argument? We all know that division  by zero is impossible, but the compiler couldn't possibly have anticipated the user providing zero as an argument.

",Throwing and catching exceptions,plain_text
1927," 1 public class SimpleDivisionOperation {
 2   public static void main(String[] args) {
 3     System.out.println(divide(4, 2));
 4     if (args.length > 1) {
 5       int arg0 = Integer.parseInt(args[0]);
 6       int arg1 = Integer.parseInt(args[1]);
 7       System.out.println(divide(arg0, arg1));
 8     }
 9   }
10 
11   public static int divide(int a, int b) {
12     return a / b;
13   }
14 }
",Throwing and catching exceptions,code_fragment
1928,"Such exceptional code that results in erroneous interpretations at program runtime usually results in errors that are called exceptions in Java. When the Java interpreter encounters an exceptional code, it halts execution and displays information about the error that occurs. This information is known as a stack trace. The stack trace in the above example tells us more about the error, such as the thread — ""main"" — where the exception occurred, the type of exception — java.lang.ArithmeticException, a comprehensible display message — / by zero, and the exact methods and the line numbers where the exception may have occurred.
",Throwing and catching exceptions,plain_text
1929,,Exception object[edit],
1930,"The preceding exception could have been created explicitly by the developer as it is the case in the following code:
",Exception object[edit],plain_text
1931," 1 public class SimpleDivisionOperation {
 2   public static void main(String[] args) {
 3     System.out.println(divide(4, 2));
 4     if (args.length > 1) {
 5       // Convert a string to an integer
 6       int arg0 = Integer.parseInt(args[0]);
 7       int arg1 = Integer.parseInt(args[1]);
 8       System.out.println(divide(arg0, arg1));
 9     }
10   }
11 
12   public static int divide(int a, int b) {
13     if (b == 0) {
14       throw new ArithmeticException(""You can\'t divide by zero!"");       
15     } else {
16       return a / b;
17     }
18   }
19 }
",Exception object[edit],code_fragment
1932,"Note that when b equals zero, there is no return value. Instead of a java.lang.ArithmeticException generated by the Java interpreter itself, it is an exception created by the coder. The result is the same. It shows you that an exception is an object. Its main particularity is that it can be thrown. An exception object must inherit from java.lang.Exception. Standard exceptions have two constructors:
",Exception object[edit],plain_text
1933,"1 new Exception();
",Exception object[edit],code_fragment
1934,"1 new Exception(""Something unexpected happened"");
",Exception object[edit],code_fragment
1935,"This string can later be extracted using various methods, as you can see in the code listing 6.2.
",Exception object[edit],plain_text
1936,"You can throw any type of Throwable object using the keyword throw. It interrupts the method. Anything after the throw statement would not be executed, unless the thrown exception is handled. The exception object is not returned from the method, it is thrown from the method. That means that the exception object is not the return value of the method and the calling method can be interrupted too and so on and so on...
",Exception object[edit],plain_text
1937,"Typically, you'll throw a different class of exception for each different type of error. The information about the error is represented both inside the exception object and implicitly in the name of the exception class, so someone in the bigger context can figure out what to do with your exception. Often, the only information is the type of exception, and nothing meaningful is stored within the exception object.
",Exception object[edit],plain_text
1938,"The box 6.1 below talks about the various exception classes within the java.lang package.
",Exception object[edit],plain_text
1939,,try/catch statement[edit],
1940,"By default, when an exception is thrown, the current method is interrupted, the calling method is interrupted too and so on till the main method. A thrown exception can also be caught using a
try/catch statement. Below is how a try/catch statement works:
",try/catch statement[edit],plain_text
1941," 1 int a = 4;
 2 int b = 2;
 3 int result = 0;
 4 try {
 5   int c = a / b;
 6   result = c;
 7 } catch(ArithmeticException ex) {
 8   result = 0;
 9 }
10 return result;
",try/catch statement[edit],code_fragment
1942,"The executed code lines have been highlighted. When no exception is thrown, the method flow executes the try statement and not the catch statement.
",try/catch statement[edit],plain_text
1943," 1 int a = 4;
 2 int b = 0;
 3 int result = 0;
 4 try {
 5   int c = a / b;
 6   result = c;
 7 } catch(ArithmeticException ex) {
 8   result = 0;
 9 }
10 return result;
",try/catch statement[edit],code_fragment
1944,"As there is a thrown exception at line 5, the line 6 is not executed, but the exception is caught by the catch statement so the catch block is executed. The following code is also executed. Note that the catch statement takes an exception as parameter. There is a third case: when the exception is not from the same class as the parameter:
",try/catch statement[edit],plain_text
1945," 1 int a = 4;
 2 int b = 0;
 3 int result = 0;
 4 try {
 5   int c = a / b;
 6   result = c;
 7 } catch(NullPointerException ex) {
 8   result = 0;
 9 }
10 return result;
",try/catch statement[edit],code_fragment
1946,"It is as if there is no try/catch statement. The exception is thrown to the calling method.
",try/catch statement[edit],plain_text
1947,,catch blocks[edit],
1948,"A try/catch statement can contain several catch blocks, to handle different exceptions in different ways. Each catch block must take a parameter of a different throwable class. A thrown object may match several catch block but only the first catch block that matches the object will be executed. A catch-block will catch a thrown exception if and only if:
",catch blocks[edit],plain_text
1949,"the thrown exception object is the same as the exception object specified by the catch-block.
the thrown exception object is the subtype of the exception object specified by the catch-block.",catch blocks[edit],plain_text
1950,"This means that the catch block order is important. As a consequence, you can't put a catch block that catches all the exception (which take a java.lang.Exception as parameter) before a catch block that catches a more specific exception as the second block could never be executed.
",catch blocks[edit],plain_text
1951," 1 try {
 2   // Suppose the code here throws any exceptions,
 3   // then each is handled in a separate catch block.
 4 
 5   int[] tooSmallArray = new int[2];
 6   int outOfBoundsIndex = 10000;
 7   tooSmallArray[outOfBoundsIndex] = 1;
 8 
 9   System.out.println(""No exception thrown."");
10 } catch(NullPointerException ex) {
11   System.out.println(""Exception handling code for the NullPointerException."");
12 } catch(NumberFormatException ex) {
13   System.out.println(""Exception handling code for the NumberFormatException."");
14 } catch(ArithmeticException | IndexOutOfBoundsException ex) {
15   System.out.println(""Exception handling code for ArithmeticException""
16     + "" or IndexOutOfBoundsException."");
17 } catch(Exception ex) {
18   System.out.println(""Exception handling code for any other Exception."");
19 }
",catch blocks[edit],code_fragment
1952,"At line 14, we use a multi-catch clause. It is available since the JDK 7. This is a combination of several catch clauses and let's you handle exceptions in a single handler while also maintaining their types. So, instead of being boxed into a parent Exception super-class, they retain their individual types.
",catch blocks[edit],plain_text
1953,"You can also use the java.lang.Throwable class here, since Throwable is the parent class for the application-specific Exception classes. However, this is discouraged in Java programming circles. This is because Throwable happens to also be the parent class for the non-application specific Error classes which are not meant to be handled explicitly as they are catered for by the JVM itself.
",catch blocks[edit],plain_text
1954,,finally block[edit],
1955,"A finally block can be added after the catch blocks. A finally block is always executed, even when no exception is thrown, an exception is thrown and caught, or an exception is thrown and not caught. It's a place to put code that should always be executed after an unsafe operation like a file close or a database disconnection. You can define a try block without catch block, however, in this case, it must be followed by a finally block.
",finally block[edit],plain_text
1956,,Example of handling exceptions[edit],
1957,"Let's examine the following code:
",Example of handling exceptions[edit],plain_text
1958," 1 public void methodA() throws SomeException {
 2     // Method body
 3 }
 4 
 5 public void methodB() throws CustomException, AnotherException {
 6     // Method body
 7 }
 8 
 9 public void methodC() {
10     methodB();
11     methodA();
12 }
",Example of handling exceptions[edit],code_fragment
1959,"In the code section 6.7, methodC is invalid.  Because methodA and methodB pass (or throw) exceptions, methodC must be prepared to handle them.  This can be handled in two ways: a try-catch block, which will handle the exception within the method and a throws clause which would in turn throw the exception to the caller to handle.  The above example will cause a compilation error, as Java is very strict about exception handling. So the programmer is forced to handle any possible error condition at some point.
",Example of handling exceptions[edit],plain_text
1960,"A method can do two things with an exception: ask the calling method to handle it by the throws declaration or handle the exception inside the method by the try-catch block.
",Example of handling exceptions[edit],plain_text
1961,"To work correctly, the original code can be modified in multiple ways.  For example, the following:
",Example of handling exceptions[edit],plain_text
1962,"1 public void methodC() throws CustomException, SomeException {
2   try {
3     methodB();
4   } catch(AnotherException e) {
5     // Handle caught exceptions.
6   }
7   methodA();
8 }
",Example of handling exceptions[edit],code_fragment
1963,"The AnotherException from methodB will be handled locally, while CustomException and SomeException will be thrown to the caller to handle it. Most of the developers are embarrassed when they have to choose between the two options. This type of decision should not be taken at development time. If you are a development team, it should be discussed between all the developers in order to have a common exception handling policy.
",Example of handling exceptions[edit],plain_text
1964,,Keyword references[edit],
1965,"try
catch
finally
throws
throw",Keyword references[edit],plain_text
1966,"
",Keyword references[edit],plain_text
